date,source,series_code,series_name,value
2006-08-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.05
2006-09-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,684392.0
2006-09-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,1.06
2006-09-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,201055.4
2006-09-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2585.99
2006-09-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.21
2006-09-30,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,105.17983
2006-09-30,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.21
2006-10-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,697581.0
2006-10-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,1.09
2006-10-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,214271.7
2006-10-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2594.52
2006-10-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.33
2006-10-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,106.23143
2006-10-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.33
2006-11-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,717045.0
2006-11-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,1.02
2006-11-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,219724.2
2006-11-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2602.56
2006-11-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.31
2006-11-30,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,107.55372
2006-11-30,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.31
2006-12-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,732590.0
2006-12-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.99
2006-12-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,221359.3
2006-12-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2615.05
2006-12-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.48
2006-12-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,108.22505
2006-12-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.48
2007-01-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,738456.0
2007-01-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,1.08
2007-01-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,211130.7
2007-01-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2626.56
2007-01-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.44
2007-01-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,108.04406
2007-01-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.44
2007-02-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,748518.0
2007-02-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.87
2007-02-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,202704.1
2007-02-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2638.12
2007-02-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.44
2007-02-28,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,109.34486
2007-02-28,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.44
2007-03-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,348401.0
2007-03-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,413952.0
2007-03-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,762353.0
2007-03-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,1.05
2007-03-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,217588.9
2007-03-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2647.88
2007-03-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.37
2007-03-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,110.80271
2007-03-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.37
2007-04-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,357052.0
2007-04-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,424836.0
2007-04-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,781888.0
2007-04-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.94
2007-04-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,215128.8
2007-04-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2654.5
2007-04-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.25
2007-04-30,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,111.92696
2007-04-30,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.25
2007-05-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,367295.0
2007-05-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,425838.0
2007-05-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,793133.0
2007-05-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,1.03
2007-05-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,226537.9
2007-05-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2661.93
2007-05-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.28
2007-05-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,112.19317
2007-05-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.28
2007-06-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,374977.0
2007-06-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,430511.0
2007-06-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,805488.0
2007-06-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.91
2007-06-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,228988.6
2007-06-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2669.38
2007-06-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.28
2007-06-30,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,112.90631
2007-06-30,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.28
2007-07-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,385390.0
2007-07-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,439052.0
2007-07-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,824442.0
2007-07-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.97
2007-07-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,233824.1
2007-07-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2675.79
2007-07-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.24
2007-07-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,112.51935
2007-07-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.24
2007-08-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,392862.0
2007-08-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,456966.0
2007-08-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,849829.0
2007-08-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.99
2007-08-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,235019.1
2007-08-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2688.37
2007-08-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.47
2007-08-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,114.1557
2007-08-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.47
2007-09-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,401403.0
2007-09-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,464106.0
2007-09-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,865511.0
2007-09-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.8
2007-09-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,223002.7
2007-09-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2693.21
2007-09-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.18
2007-09-30,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,112.80231
2007-09-30,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.18
2007-10-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,413781.0
2007-10-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,475254.0
2007-10-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,889035.0
2007-10-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.93
2007-10-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,241939.4
2007-10-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2701.29
2007-10-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.3
2007-10-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,116.18552
2007-10-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.3
2007-11-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,423966.0
2007-11-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,494849.0
2007-11-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,918815.0
2007-11-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.84
2007-11-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,241938.4
2007-11-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2711.55
2007-11-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.38
2007-11-30,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,114.92268
2007-11-30,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.38
2007-12-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,431865.0
2007-12-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,512056.0
2007-12-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,943922.0
2007-12-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.84
2007-12-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,242460.2
2007-12-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2731.62
2007-12-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.74
2007-12-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,115.26214
2007-12-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.74
2008-01-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,439854.0
2008-01-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,513560.0
2008-01-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,953413.0
2008-01-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.93
2008-01-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,237247.7
2008-01-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2746.37
2008-01-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.54
2008-01-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,117.17629
2008-01-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.54
2008-02-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,445183.0
2008-02-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,522260.0
2008-02-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,967443.0
2008-02-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.8
2008-02-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,232680.4
2008-02-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2759.83
2008-02-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.49
2008-02-29,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,116.93209
2008-02-29,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.49
2008-03-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,456737.0
2008-03-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,544862.0
2008-03-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1001598.0
2008-03-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.84
2008-03-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,242124.4
2008-03-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2773.08
2008-03-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.48
2008-03-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,117.13993
2008-03-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.48
2008-04-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,469437.0
2008-04-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,557409.0
2008-04-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1026847.0
2008-04-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.9
2008-04-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,248793.8
2008-04-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2788.33
2008-04-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.55
2008-04-30,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,117.24728
2008-04-30,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.55
2008-05-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,481067.0
2008-05-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,572822.0
2008-05-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1053889.0
2008-05-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.88
2008-05-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,254936.9
2008-05-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2810.36
2008-05-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.79
2008-05-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,118.12643
2008-05-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.79
2008-06-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,489499.0
2008-06-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,587334.0
2008-06-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1076833.0
2008-06-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.96
2008-06-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,265791.2
2008-06-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2831.16
2008-06-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.74
2008-06-30,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,119.6028
2008-06-30,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.74
2008-07-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,495983.0
2008-07-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,598386.0
2008-07-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1094368.0
2008-07-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,1.07
2008-07-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,278095.6
2008-07-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2846.16
2008-07-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.53
2008-07-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,120.19942
2008-07-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.53
2008-08-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,503962.0
2008-08-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,615495.0
2008-08-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1119457.0
2008-08-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,1.02
2008-08-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,269235.6
2008-08-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2854.13
2008-08-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.28
2008-08-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,118.80086
2008-08-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.28
2008-09-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,514202.0
2008-09-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,646485.0
2008-09-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1160687.0
2008-09-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,1.1
2008-09-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,265271.2
2008-09-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2861.55
2008-09-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.26
2008-09-30,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,120.16405
2008-09-30,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.26
2008-10-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,524889.0
2008-10-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,668184.0
2008-10-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1193073.0
2008-10-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,1.18
2008-10-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,280522.5
2008-10-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2874.43
2008-10-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.45
2008-10-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,116.98341
2008-10-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.45
2008-11-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,527421.0
2008-11-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,688358.0
2008-11-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1215779.0
2008-11-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,1.02
2008-11-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,270698.8
2008-11-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2884.78
2008-11-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.36
2008-11-30,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,109.76129
2008-11-30,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.36
2008-12-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,534213.0
2008-12-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,699775.0
2008-12-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1233987.0
2008-12-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,1.12
2008-12-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,264404.8
2008-12-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2892.86
2008-12-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.28
2008-12-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,97.67491
2008-12-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.28
2009-01-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,537046.0
2009-01-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,698197.0
2009-01-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1235244.0
2009-01-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,1.05
2009-01-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,249934.4
2009-01-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2906.74
2009-01-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.48
2009-01-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,99.72447
2009-01-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.48
2009-02-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,536225.0
2009-02-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,698600.0
2009-02-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1234825.0
2009-02-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.86
2009-02-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,244024.5
2009-02-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2922.73
2009-02-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.55
2009-02-28,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,102.04228
2009-02-28,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.55
2009-03-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,542887.0
2009-03-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,705416.0
2009-03-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1248303.0
2009-03-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.97
2009-03-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,262181.7
2009-03-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2928.57
2009-03-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.2
2009-03-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,102.51613
2009-03-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.2
2009-04-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,551333.0
2009-04-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,703231.0
2009-04-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1254564.0
2009-04-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.84
2009-04-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,259563.5
2009-04-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2942.63
2009-04-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.48
2009-04-30,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,103.88989
2009-04-30,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.48
2009-05-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,563782.0
2009-05-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,703135.0
2009-05-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1266918.0
2009-05-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.77
2009-05-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,268324.0
2009-05-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2956.46
2009-05-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.47
2009-05-31,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,105.13483
2009-05-31,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.47
2009-06-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,573227.0
2009-06-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,709695.0
2009-06-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1282923.0
2009-06-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.76
2009-06-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,275701.2
2009-06-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2967.1
2009-06-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.36
2009-06-30,sidra,br_activity_sidra_industry_sa_index,Producao fisica industrial - indice com ajuste sazonal,106.66694
2009-06-30,sidra,br_ipca_sidra_mom,IPCA geral - variacao mensal,0.36
2009-07-01,bcb,br_credit_stock_bcb_pf_total,Saldo da carteira de credito - pessoas fisicas - total,579386.0
2009-07-01,bcb,br_credit_stock_bcb_pj_total,Saldo da carteira de credito - pessoas juridicas - total,734148.0
2009-07-01,bcb,br_credit_stock_bcb_total,Saldo da carteira de credito - total,1313534.0
2009-07-01,bcb,br_selic_bcb_monthly_rate,Taxa Selic acumulada no mes,0.79
2009-07-01,ipea,br_activity_ipea_monthly_gdp,PIB mensal,285444.2
2009-07-01,ipea,br_ipca_ipea_index,IPCA geral - indice,2974.22
2009-07-01,ipea,br_ipca_ipea_mom,IPCA geral - variacao mensal,0.24
